00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,00
00,09,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,10,00
00,09,01,02,13,13,13,13,13,13,01,02,01,02,01,13,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,13,13,13,01,02,10,00
00,09,02,13,13,00,13,00,13,13,13,13,02,01,02,01,02,01,02,01,13,01,02,01,02,01,02,01,02,01,02,01,02,01,02,13,13,01,10,00
00,09,01,13,00,00,00,00,00,00,13,13,13,02,01,02,01,02,01,13,13,13,01,02,01,02,01,02,01,02,01,02,01,02,01,02,13,02,10,00
00,09,02,13,00,00,13,13,00,00,00,13,13,01,02,01,02,01,02,13,13,13,13,01,02,01,02,01,02,01,02,01,02,01,02,01,13,01,10,00
00,09,01,13,00,00,00,13,00,00,00,00,13,13,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,10,00
00,09,02,01,13,00,00,00,00,00,00,00,13,13,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,13,02,01,02,01,02,01,02,01,10,00
00,09,01,02,13,13,13,00,00,00,00,00,00,13,13,02,01,02,01,02,01,02,01,02,01,02,01,02,01,13,13,13,01,02,01,02,01,02,10,00
00,09,02,01,02,01,13,13,00,00,13,00,00,00,13,13,13,13,02,01,02,01,02,13,02,01,02,01,02,01,02,01,02,01,02,01,13,01,10,00
00,09,01,02,01,02,13,13,13,00,13,13,00,00,13,00,13,13,13,13,13,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,10,00
00,09,02,01,02,01,02,13,13,00,00,13,13,00,00,00,00,00,00,00,13,13,13,13,13,13,13,01,02,01,02,01,02,01,02,01,02,01,10,00
00,09,01,02,01,02,01,02,13,00,00,00,00,00,00,00,13,13,00,00,00,13,00,00,13,13,13,13,01,02,01,02,01,02,01,02,01,02,10,00
00,09,02,01,02,01,02,01,13,13,00,00,00,00,00,00,00,13,13,00,00,00,00,00,00,00,00,13,13,13,13,13,02,01,02,01,02,01,10,00
00,09,01,02,01,13,01,02,01,13,13,13,13,13,00,00,00,00,00,00,00,00,00,13,13,00,00,00,00,00,13,13,13,13,01,02,01,02,10,00
00,09,02,01,02,01,02,01,02,01,02,01,13,13,13,13,13,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,13,13,13,13,02,01,10,00
00,09,01,02,01,02,01,02,01,02,01,02,01,02,13,13,13,13,13,13,00,00,00,00,00,13,00,00,00,13,00,00,00,00,13,13,13,02,10,00
00,09,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,13,13,13,13,13,13,13,13,13,00,00,00,00,00,00,00,00,13,01,10,00
00,09,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,13,13,13,00,00,00,00,13,13,00,00,13,02,10,00
00,09,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,13,00,00,00,13,13,00,00,13,01,10,00
00,09,01,02,01,02,01,13,13,02,01,02,01,02,01,02,01,13,01,02,01,02,01,02,01,02,01,02,13,13,00,00,00,00,00,00,13,02,10,00
00,09,02,01,02,01,02,13,13,13,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,13,13,13,00,00,00,00,13,13,01,10,00
00,09,01,02,01,02,01,13,13,13,13,13,01,02,01,02,01,02,01,02,01,02,01,13,13,02,01,02,01,02,13,13,13,13,13,13,01,02,10,00
00,09,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,10,00
00,09,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,10,00
00,09,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,10,00
00,09,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,01,02,10,00
00,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
